20000000,18917,Low,8.9999999999999997E-2,6.8399999999999999,8.3699999999999992,3141,Jerome McIntosh,Regular Air,Consumer,Office Supplies,Scissors, Rulers and Trimmers,Small Pack,Acme Design Line 8" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8" Cut,0.57999999999999996,United States,Central,Texas,Pasadena,77506,2015-06-01 00:00:00,2015-06-08 00:00:00,-88.584999999999994,13,87.099999999999994,86369,Chris,20000000
20000000,22973,Critical,5.9999999999999998E-2,195.99000000000001,8.9900000000000002,2046,Eileen Schwartz,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T28 WORLD,0.59999999999999998,United States,Central,Kansas,Liberal,67901,2015-06-12 00:00:00,2015-06-14 00:00:00,-277.22199999999998,4,632.64999999999998,88219,Chris,20000000
20000000,20841,Medium,0.02,240.97999999999999,60.200000000000003,2061,Marianne Carey,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors,0.56000000000000005,United States,Central,Nebraska,North Platte,69101,2015-01-29 00:00:00,2015-01-31 00:00:00,-272.71319999999997,1,260.66000000000003,87146,Chris,20000000
20000000,19567,Low,7.0000000000000007E-2,35.990000000000002,5.9900000000000002,2070,Kelly Collins,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,United States,Central,Michigan,Eastpointe,48021,2015-05-16 00:00:00,2015-05-20 00:00:00,17.8398,5,153.61000000000001,88558,Chris,20000000
20000000,20445,Low,4.0000000000000001E-2,22.84,16.870000000000001,1068,Erik Barr,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1982,0.39000000000000001,United States,Central,Illinois,Calumet City,60409,2015-03-16 00:00:00,2015-03-16 00:00:00,-97.280000000000001,12,286.39999999999998,87109,Chris,20000000
20000000,19445,Critical,0.01,15.99,13.18,1065,Vicki Bond,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2" x 11",0.37,United States,Central,Illinois,Burbank,60459,2015-02-18 00:00:00,2015-02-20 00:00:00,-99.43544,23,377.44,88899,Chris,20000000
20000000,23563,Critical,0,4.4800000000000004,2.5,1020,Julie Porter,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Ampad #10 Peel & Seel® Holiday Envelopes,0.37,United States,Central,Kansas,Pittsburg,66762,2015-02-06 00:00:00,2015-02-08 00:00:00,8.7319999999999993,14,65.140000000000001,88634,Chris,20000000
20000000,23562,Critical,7.0000000000000007E-2,4.1299999999999999,5.04,1020,Julie Porter,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,ACCOHIDE® 3-Ring Binder, Blue, 1",0.38,United States,Central,Kansas,Pittsburg,66762,2015-02-06 00:00:00,2015-02-07 00:00:00,-76.424400000000006,20,79.060000000000002,88634,Chris,20000000
20000000,24324,Not Specified,7.0000000000000007E-2,55.990000000000002,5,1083,Hazel Dale,Express Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory36,0.82999999999999996,United States,Central,Illinois,Springfield,62701,2015-03-31 00:00:00,2015-04-02 00:00:00,-232.99100000000001,1,54.079999999999998,88460,Chris,20000000
20000000,24953,High,5.9999999999999998E-2,350.98000000000002,30,915,Carol Sherrill,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,0.60999999999999999,United States,Central,Texas,Bryan,77803,2015-01-04 00:00:00,2015-01-05 00:00:00,-489.41559999999998,1,346.51999999999998,86356,Chris,20000000
20000000,25833,Low,5.0000000000000003E-2,161.55000000000001,19.989999999999998,916,Marion Wilcox,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66000000000000003,United States,Central,Texas,Burleson,76028,2015-01-04 00:00:00,2015-01-11 00:00:00,35.310000000000002,3,499.31,86357,Chris,20000000
20000000,19279,Critical,5.9999999999999998E-2,40.979999999999997,2.9900000000000002,950,Jane Shah,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Avery Trapezoid Ring Binder, 3" Capacity, Black, 1040 sheets,0.35999999999999999,United States,Central,Minnesota,Prior Lake,55372,2015-01-02 00:00:00,2015-01-04 00:00:00,-14.801880000000001,1,41.600000000000001,89083,Chris,20000000
20000000,19127,Low,5.0000000000000003E-2,1500.97,29.699999999999999,950,Jane Shah,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,0.56999999999999995,United States,Central,Minnesota,Prior Lake,55372,2015-03-22 00:00:00,2015-03-22 00:00:00,-2561.3235,1,1497.22,89084,Chris,20000000
20000000,19128,Low,0.02,48.039999999999999,5.0899999999999999,950,Jane Shah,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,Central,Minnesota,Prior Lake,55372,2015-03-22 00:00:00,2015-03-26 00:00:00,168.91890000000001,5,244.81,89084,Chris,20000000
20000000,20498,Not Specified,2.9999999999999999E-2,60.979999999999997,1.99,2071,Victor Cherry,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation 5.2GB DVD-RAM,0.5,United States,Central,Michigan,Farmington Hills,48336,2015-02-01 00:00:00,2015-02-01 00:00:00,976.2672,23,1414.8800000000001,88555,Chris,20000000
20000000,19129,Low,2.9999999999999999E-2,4.2800000000000002,1.6000000000000001,950,Jane Shah,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 320,0.57999999999999996,United States,Central,Minnesota,Prior Lake,55372,2015-03-22 00:00:00,2015-03-29 00:00:00,-6.2000000000000002,1,4.5499999999999998,89084,Chris,20000000
20000000,20074,Low,8.0000000000000002E-2,6.7000000000000002,1.5600000000000001,954,Tony Chandler,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Turquoise Lead Holder with Pocket Clip,0.52000000000000002,United States,Central,Texas,Highland Village,75067,2015-02-12 00:00:00,2015-02-12 00:00:00,10.56,5,31.210000000000001,90771,Chris,20000000
20000000,25795,Not Specified,0.01,145.44999999999999,17.850000000000001,959,Sally House,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56000000000000005,United States,Central,Texas,Burleson,76028,2015-03-22 00:00:00,2015-03-23 00:00:00,837.6807,8,1214.03,91581,Chris,20000000
20000000,18151,Low,5.9999999999999998E-2,122.98999999999999,19.989999999999998,2379,Mildred Briggs,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Therma-A-Bind 250T Electric Binding System,0.37,United States,Central,Michigan,Garden City,48135,2015-05-05 00:00:00,2015-05-07 00:00:00,1019.7096,12,1477.8399999999999,86655,Chris,20000000
20000000,2428,Low,2.9999999999999999E-2,2.9399999999999999,0.95999999999999996,962,Yvonne Clarke,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.57999999999999996,United States,Central,Illinois,Chicago,60610,2015-02-04 00:00:00,2015-02-08 00:00:00,-4.2000000000000002,2,7.0099999999999998,17636,Chris,20000000
20000000,20167,High,0.02,40.990000000000002,17.48,1005,Lloyd Dickson,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1893,0.35999999999999999,United States,Central,Illinois,Buffalo Grove,60089,2015-02-27 00:00:00,2015-02-28 00:00:00,551.09280000000001,23,950.42999999999995,90044,Chris,20000000
20000000,24926,Critical,8.9999999999999997E-2,517.48000000000002,16.629999999999999,1020,Julie Porter,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Panasonic KX-P3626 Dot Matrix Printer,0.58999999999999997,United States,Central,Kansas,Pittsburg,66762,2015-03-07 00:00:00,2015-03-07 00:00:00,909.36000000000001,5,2354.54,88632,Chris,20000000
20000000,20073,Low,0.10000000000000001,7.3099999999999996,0.48999999999999999,954,Tony Chandler,Regular Air,Small Business,Office Supplies,Labels,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,0.38,United States,Central,Texas,Highland Village,75067,2015-02-12 00:00:00,2015-02-21 00:00:00,19.064699999999998,4,27.629999999999999,90771,Chris,20000000
20000000,20499,Not Specified,4.0000000000000001E-2,3.0800000000000001,0.98999999999999999,2071,Victor Cherry,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 481,0.37,United States,Central,Michigan,Farmington Hills,48336,2015-02-01 00:00:00,2015-02-02 00:00:00,23.204699999999999,11,33.630000000000003,88555,Chris,20000000
20000000,19568,Low,8.0000000000000002E-2,65.989999999999995,5.9199999999999999,2071,Victor Cherry,Express Air,Corporate,Technology,Telephones and Communication,Small Box,i500plus,0.57999999999999996,United States,Central,Michigan,Farmington Hills,48336,2015-05-16 00:00:00,2015-05-23 00:00:00,183.84299999999999,20,1063.8099999999999,88558,Chris,20000000
20000000,20500,Not Specified,0,10.31,1.79,2072,Malcolm S Lanier,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Speediset Carbonless Redi-Letter® 7" x 8 1/2",0.38,United States,Central,Michigan,Flint,48505,2015-02-01 00:00:00,2015-02-03 00:00:00,167.46299999999999,23,242.69999999999999,88555,Chris,20000000
20000000,21638,High,8.9999999999999997E-2,77.510000000000005,4,1957,Ted Crowder,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Micro Innovations Media Access Pro Keyboard,0.76000000000000001,United States,Central,Missouri,University City,63130,2015-04-07 00:00:00,2015-04-09 00:00:00,-387.1044,1,77.469999999999999,89818,Chris,20000000
20000000,21685,Low,0.02,48.039999999999999,5.79,1962,Sean Burton,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1937,0.37,United States,Central,Michigan,Saginaw,48601,2015-04-18 00:00:00,2015-04-23 00:00:00,604.01909999999998,18,875.38999999999999,88857,Chris,20000000
20000000,21686,Low,4.0000000000000001E-2,6.6799999999999997,4.9100000000000001,1962,Sean Burton,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1986,0.37,United States,Central,Michigan,Saginaw,48601,2015-04-18 00:00:00,2015-04-25 00:00:00,-11.631600000000001,1,8.2400000000000002,88857,Chris,20000000
20000000,24091,Critical,0.10000000000000001,5.9800000000000004,5.1399999999999997,2127,Joyce Kern,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1974,0.35999999999999999,United States,Central,Michigan,Sterling Heights,48310,2015-03-18 00:00:00,2015-03-20 00:00:00,-49.530000000000001,6,33.950000000000003,88418,Chris,20000000
20000000,22488,Medium,0.01,78.650000000000006,13.99,1967,Carolyn Hoffman,Express Air,Small Business,Office Supplies,Appliances,Medium Box,Honeywell Quietcare HEPA Air Cleaner,0.52000000000000002,United States,Central,Iowa,Clinton,52732,2015-03-18 00:00:00,2015-03-19 00:00:00,442.36590000000001,8,641.11000000000001,89456,Chris,20000000
20000000,18796,Medium,5.9999999999999998E-2,15.67,1.3899999999999999,1974,Robert Brantley,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,#10 White Business Envelopes,4 1/8 x 9 1/2,0.38,United States,Central,Michigan,Dearborn Heights,48127,2015-05-20 00:00:00,2015-05-21 00:00:00,25.510000000000002,3,46.399999999999999,89040,Chris,20000000
20000000,23551,Medium,0.10000000000000001,152.47999999999999,4,1938,Franklin Spencer,Express Air,Corporate,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.79000000000000004,United States,Central,Kansas,Emporia,66801,2015-03-22 00:00:00,2015-03-23 00:00:00,-521.09000000000003,4,558.16999999999996,88870,Chris,20000000
20000000,25731,Critical,5.0000000000000003E-2,70.980000000000004,46.740000000000002,1976,Sherri F Vogel,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,Hon Metal Bookcases, Putty,0.56000000000000005,United States,Central,Michigan,East Lansing,48823,2015-01-10 00:00:00,2015-01-11 00:00:00,-850.65239999999994,8,551.50999999999999,89039,Chris,20000000
20000000,24887,Critical,5.9999999999999998E-2,40.990000000000002,17.48,1976,Sherri F Vogel,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1893,0.35999999999999999,United States,Central,Michigan,East Lansing,48823,2015-03-23 00:00:00,2015-03-25 00:00:00,214.22999999999999,14,585.08000000000004,89041,Chris,20000000
20000000,20568,Not Specified,0.01,15.31,8.7799999999999994,1986,Lynda Rosenthal,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,0.56999999999999995,United States,Central,Texas,Midland,79701,2015-05-06 00:00:00,2015-05-07 00:00:00,12.146000000000001,23,377,90888,Chris,20000000
20000000,20569,Not Specified,5.0000000000000003E-2,7.9900000000000002,5.0300000000000002,1986,Lynda Rosenthal,Express Air,Home Office,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,0.59999999999999998,United States,Central,Texas,Midland,79701,2015-05-06 00:00:00,2015-05-08 00:00:00,5.6870000000000003,4,42.990000000000002,90888,Chris,20000000
20000000,20006,Medium,0.10000000000000001,10.48,2.8900000000000001,2016,Wayne Bean,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,0.59999999999999998,United States,Central,Michigan,Southgate,48195,2015-06-18 00:00:00,2015-06-19 00:00:00,-8.9039999999999999,4,40.289999999999999,86874,Chris,20000000
20000000,18989,High,7.0000000000000007E-2,39.479999999999997,1.99,2014,Cathy Simon,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,80 Minute CD-R Spindle, 100/Pack - Staples,0.54000000000000004,United States,Central,Iowa,Council Bluffs,51503,2015-03-22 00:00:00,2015-03-24 00:00:00,88.719999999999999,4,151.27000000000001,88367,Chris,20000000
20000000,18990,High,0,4.9100000000000001,0.5,2014,Cathy Simon,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.35999999999999999,United States,Central,Iowa,Council Bluffs,51503,2015-03-22 00:00:00,2015-03-24 00:00:00,7.2519,2,10.51,88367,Chris,20000000
20000000,25732,Critical,5.0000000000000003E-2,11.550000000000001,2.3599999999999999,1976,Sherri F Vogel,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 309,0.55000000000000004,United States,Central,Michigan,East Lansing,48823,2015-01-10 00:00:00,2015-01-12 00:00:00,98.525099999999995,12,142.78999999999999,89039,Chris,20000000
20000000,21847,Not Specified,5.0000000000000003E-2,328.13999999999999,91.049999999999997,1103,Sidney Bowling,Delivery Truck,Home Office,Office Supplies,Appliances,Jumbo Drum,Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black,0.56999999999999995,United States,Central,Nebraska,Omaha,68046,2015-04-10 00:00:00,2015-04-11 00:00:00,772.03999999999996,7,2291.3899999999999,90977,Chris,20000000
20000000,19700,Low,5.0000000000000003E-2,3.9500000000000002,2,1935,Diana Coble Hubbard,Express Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,0.53000000000000003,United States,Central,Texas,Grand Prairie,75051,2015-05-30 00:00:00,2015-06-07 00:00:00,1.004,23,96.599999999999994,86688,Chris,20000000
20000000,19698,Low,5.9999999999999998E-2,3.25,49,1935,Diana Coble Hubbard,Regular Air,Home Office,Office Supplies,Appliances,Large Box,Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack,0.56000000000000005,United States,Central,Texas,Grand Prairie,75051,2015-05-30 00:00:00,2015-06-05 00:00:00,10.507999999999999,2,55.600000000000001,86688,Chris,20000000
20000000,20824,High,8.9999999999999997E-2,260.98000000000002,41.909999999999997,2072,Malcolm S Lanier,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors,0.58999999999999997,United States,Central,Michigan,Flint,48505,2015-02-11 00:00:00,2015-02-13 00:00:00,1307.2692,14,3377.0599999999999,88556,Chris,20000000
20000000,20825,High,0.01,10.52,7.9400000000000004,2072,Malcolm S Lanier,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Ultra Door Pull Handle,0.52000000000000002,United States,Central,Michigan,Flint,48505,2015-02-11 00:00:00,2015-02-13 00:00:00,-15.8184,11,123.93000000000001,88556,Chris,20000000
20000000,20826,High,0.02,5.9800000000000004,7.5,2072,Malcolm S Lanier,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1920,0.40000000000000002,United States,Central,Michigan,Flint,48505,2015-02-11 00:00:00,2015-02-13 00:00:00,-55.8324,14,93.959999999999994,88556,Chris,20000000
20000000,24677,Not Specified,5.0000000000000003E-2,291.73000000000002,48.799999999999997,2073,Evan Kelley,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,0.56000000000000005,United States,Central,Michigan,Garden City,48135,2015-04-07 00:00:00,2015-04-09 00:00:00,550.38080000000002,6,1818.4100000000001,88557,Chris,20000000
20000000,5501,Medium,5.0000000000000003E-2,399.98000000000002,12.06,2107,Leigh Burnette Hurley,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,0.56000000000000005,United States,Central,Illinois,Chicago,60601,2015-06-06 00:00:00,2015-06-06 00:00:00,567.59000000000003,24,9666.7199999999993,39015,Chris,20000000
20000000,5502,Medium,7.0000000000000007E-2,6.4800000000000004,5.7400000000000002,2107,Leigh Burnette Hurley,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1994,0.37,United States,Central,Illinois,Chicago,60601,2015-06-06 00:00:00,2015-06-06 00:00:00,-28.449999999999999,20,134.58000000000001,39015,Chris,20000000
20000000,19699,Low,0.01,110.98,13.99,1935,Diana Coble Hubbard,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle,0.68999999999999995,United States,Central,Texas,Grand Prairie,75051,2015-05-30 00:00:00,2015-06-04 00:00:00,1448.7309,19,2099.6100000000001,86688,Chris,20000000
20000000,23502,Medium,7.0000000000000007E-2,6.4800000000000004,5.7400000000000002,2108,Alfred Barber,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1994,0.37,United States,Central,Missouri,Mehlville,63129,2015-06-06 00:00:00,2015-06-06 00:00:00,-14.225,5,33.649999999999999,87862,Chris,20000000
20000000,20250,High,5.9999999999999998E-2,125.98999999999999,8.8000000000000007,2117,Jack Hatcher,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,StarTAC 6500,0.58999999999999997,United States,Central,Texas,Greenville,75401,2015-04-20 00:00:00,2015-04-21 00:00:00,618.19308000000001,18,1811.99,90891,Chris,20000000
20000000,20654,Medium,2.9999999999999999E-2,55.979999999999997,4.8600000000000003,2030,Lindsay O'Connell,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1908,0.35999999999999999,United States,Central,Texas,Greenville,75401,2015-03-18 00:00:00,2015-03-20 00:00:00,526.04219999999998,13,762.38,91060,Chris,20000000
20000000,22145,Critical,4.0000000000000001E-2,120.97,7.1100000000000003,2030,Lindsay O'Connell,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,0.35999999999999999,United States,Central,Texas,Greenville,75401,2015-03-17 00:00:00,2015-03-17 00:00:00,1320.5496000000001,16,1913.8399999999999,91059,Chris,20000000
20000000,21573,Critical,5.9999999999999998E-2,6.4800000000000004,7.4900000000000002,2014,Cathy Simon,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 220,0.37,United States,Central,Iowa,Council Bluffs,51503,2015-04-04 00:00:00,2015-04-04 00:00:00,-191.49000000000001,12,74.930000000000007,88368,Chris,20000000
20000000,19697,Low,4.0000000000000001E-2,180.97999999999999,30,1934,Scott Moore,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,0.68999999999999995,United States,Central,Texas,Georgetown,78626,2015-05-30 00:00:00,2015-05-30 00:00:00,52.988,3,561.64999999999998,86688,Chris,20000000
20000000,19780,Critical,0.01,42.979999999999997,4.6200000000000001,1935,Diana Coble Hubbard,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56000000000000005,United States,Central,Texas,Grand Prairie,75051,2015-04-08 00:00:00,2015-04-10 00:00:00,285.47370000000001,9,413.73000000000002,86686,Chris,20000000
20000000,20249,High,2.9999999999999999E-2,320.98000000000002,24.489999999999998,2117,Jack Hatcher,Regular Air,Home Office,Furniture,Chairs & Chairmats,Large Box,Hon Pagoda™ Stacking Chairs,0.55000000000000004,United States,Central,Texas,Greenville,75401,2015-04-20 00:00:00,2015-04-22 00:00:00,4554.4346999999998,20,6600.6300000000001,90891,Chris,20000000
20000000,18795,Medium,8.9999999999999997E-2,20.48,6.3200000000000003,1974,Robert Brantley,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Kensington 6 Outlet Guardian Standard Surge Protector,0.57999999999999996,United States,Central,Michigan,Dearborn Heights,48127,2015-05-20 00:00:00,2015-05-21 00:00:00,-16.890000000000001,5,99.019999999999996,89040,Chris,20000000
20000000,2808,Medium,4.0000000000000001E-2,6.3499999999999996,1.02,1106,Maxine Collier Grady,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16",0.39000000000000001,United States,Central,Texas,Dallas,75220,2015-05-20 00:00:00,2015-05-23 00:00:00,81.909999999999997,52,318.47000000000003,20261,Chris,20000000
20000000,24539,Medium,0.01,18.969999999999999,9.5399999999999991,1142,Russell Chan,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1939,0.37,United States,Central,Texas,Waco,76706,2015-06-06 00:00:00,2015-06-09 00:00:00,85.875,11,227.66999999999999,86575,Chris,20000000
20000000,19134,Critical,4.0000000000000001E-2,6.2999999999999998,0.5,2584,Seth Matthews,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 48,0.39000000000000001,United States,Central,Michigan,Inkster,48141,2015-06-09 00:00:00,2015-06-11 00:00:00,67.606200000000001,15,97.980000000000004,89658,Chris,20000000
20000000,20976,Medium,0.01,6.4800000000000004,6.5700000000000003,2587,Eugene H Walsh,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 20,0.37,United States,Central,Wisconsin,Manitowoc,54220,2015-02-28 00:00:00,2015-02-28 00:00:00,-46.5244,18,127.83,91166,Chris,20000000
20000000,20810,Not Specified,0.02,22.719999999999999,8.9900000000000002,2587,Eugene H Walsh,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Executive Impressions 14" Two-Color Numerals Wall Clock,0.44,United States,Central,Wisconsin,Manitowoc,54220,2015-06-26 00:00:00,2015-06-26 00:00:00,200.0172,12,289.88,91167,Chris,20000000
20000000,25962,Critical,0,2.6000000000000001,2.3999999999999999,2616,Laurence Hull,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,0.57999999999999996,United States,Central,Michigan,Portage,49002,2015-03-11 00:00:00,2015-03-13 00:00:00,-45.210000000000001,16,44.75,91495,Chris,20000000
20000000,22580,Medium,4.0000000000000001E-2,2.0800000000000001,1.49,2466,Gilbert Godfrey,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Economy Binders,0.35999999999999999,United States,Central,Michigan,Sault Sainte Marie,49783,2015-02-27 00:00:00,2015-02-28 00:00:00,-3.71956,7,14.77,88136,Chris,20000000
